,Fabrikalar,Mudur_Sayisi,Mudur_Maasi,Mudur_Puani,Calisan_Sayisi,Calisan_Maasi,Calisan_Puani,Satis_Pazarlama_Mudur_Sayisi,Satis_Pazarlama_Mudur_Puani,Satis_Pazarlama_Mudur_Maasi,Satis_Pazarlama_Calisan_Eleman_Sayisi,Satis_Pazarlama_Calisan_Eleman_Puani,Satis_Pazarlama_Calisan_Eleman_Maasi,Makine_Maaliyeti,Calisan_Mesai,Mola_Suresi,Makine_Sayisi,Makine_Haftalik_Bakim,Makine_Bakim_Ucreti,Veri_Analizi_Mudur_Sayisi,Veri_Analizi_Mudur_Puani,Veri_Analizi_Mudur_Maasi,Veri_Analizi_Calisan_Sayisi,Veri_Analizi_Calisan_Puani,Veri_Analizi_Calisan_Maasi,Depo_Sayisi,Isci_Memnuniyeti,Lojistik_Sayisi,Lojistik_Puani,Ortalama_Calisma_Suresi,Uretim_Hizi,Uretim_Miktari,Urun_Hata_Orani,Fabrika_Giderleri,Urun_Basi_Maliyet,Urun_Basi_Kar,Urun_Min_Satis_Fiyati,Urun_Max_Satis_Fiyati,Hammadde_Cesidi,Kaucuk_Alis_Fiyati,Kaucuk_Satis_Fiyati,Kaucuk_Kalitesi,Motorsiklet_Lastik_Performansi,Traktor_Lastik_Performansi,Bisiklet_Lastik_Performansi,SUV_Lastik_Performansi,Yazlik_Lastik_Performansi,Dort_Mevsim_Lastik_Performansi,Kislik_Lastik_Performansi,Lastik_Capi,Lastik_Agirligi,Lastik_Ebati,Kuru_Zemin_Fren,Islak_Zemin_Fren,Karli_Zemin_Fren,Konfor,Viraj_Donus_Puan,Yol_Temasi,Direksiyon_Hakimiyeti,Yakit_Tuketimi,Yuk_Endeksi,Off_Road_Uygunlugu,Sirt_Deseni,Gurultu,Asinma,Centik_Sayisi
328,Fabrika 329,15,12.337,5,7075,6303,10,7,8,10284,4666,8,7197,178118,3,33,5061,2,7291,10,10,18027,6070,10,9970,54,10,43,8,30,7,462771,3,631339,24,116,209,615,1,43750,41776,6,7,10,9,6,6,5,9,16,6,8,6,8,8,6,6,6,9,8,5,7,6,8,6,8
329,Fabrika 330,9,8.067,5,6254,7343,6,13,6,8825,5136,5,6562,191722,17,35,4953,3,7457,6,10,18467,6742,10,11011,38,8,36,8,32,5,340452,5,911247,35,63,229,610,3,37376,44254,7,10,7,6,9,9,5,8,12,6,8,8,6,9,8,8,5,10,10,10,9,10,5,8,10
330,Fabrika 331,8,12.272,8,4756,6144,8,11,10,10628,4724,8,5256,453840,10,27,4584,2,5084,7,10,18073,5407,10,10779,23,9,48,9,26,9,222829,2,653550,48,111,213,689,1,38115,37314,8,6,9,9,10,6,6,5,19,6,8,10,10,10,5,10,9,7,7,5,8,5,5,9,8
331,Fabrika 332,7,11.035,7,5268,4782,5,12,6,9572,6129,7,6845,438989,15,44,4896,2,6754,10,10,17253,5081,10,12571,36,6,37,5,35,8,362065,3,734515,37,118,215,700,1,41199,44422,7,7,8,8,9,6,7,7,14,6,10,9,8,5,9,6,9,6,7,10,7,5,8,8,6
332,Fabrika 333,10,14.507,5,6143,5802,8,7,8,13786,7207,10,6199,156528,3,29,6132,2,5907,6,10,19650,6951,10,8967,44,8,47,9,31,6,192781,4,538013,43,69,234,894,1,44672,44175,6,6,5,6,6,6,5,8,20,6,10,9,9,7,10,6,10,6,5,9,9,5,10,9,6
333,Fabrika 334,13,10.315,10,6221,6320,8,9,6,7925,4584,9,5794,199645,8,37,6482,2,6666,5,10,16579,5646,10,13647,39,9,35,7,34,10,277871,2,812736,58,118,235,633,2,43842,42324,9,5,6,6,7,10,7,8,18,6,7,8,8,5,8,10,7,7,8,10,6,10,8,5,5
334,Fabrika 335,13,13.919,5,7104,5017,5,8,10,14438,4509,5,5114,171617,14,39,7312,2,5360,10,10,19598,7186,10,10762,45,8,30,8,49,10,350425,5,910166,31,92,215,689,1,36766,41830,10,5,7,8,9,6,10,7,14,6,8,6,8,7,7,9,6,10,10,6,5,7,7,5,8
335,Fabrika 336,12,8.854,7,5672,6736,7,13,10,13017,7012,6,4830,182709,4,49,5825,2,5693,5,10,17493,4534,10,10925,49,9,27,7,47,9,438883,3,553208,58,64,240,917,2,38094,44518,8,10,5,9,5,7,10,10,15,6,9,6,5,5,8,8,5,8,7,5,10,6,7,10,9
336,Fabrika 337,13,11.459,10,7055,7397,5,15,5,8105,5833,7,5126,180317,3,31,4865,2,6968,9,10,17280,5014,10,12757,59,6,39,8,25,8,246734,2,690987,63,95,204,633,3,41744,36182,9,10,8,7,8,9,6,5,17,6,10,6,9,8,6,6,6,5,8,6,5,9,5,5,5
337,Fabrika 338,7,12.177,6,4705,5376,9,13,7,11373,6293,6,5061,263029,18,37,4681,3,6626,6,10,16536,5967,10,9095,20,8,49,6,47,7,293299,5,658279,55,77,213,940,2,42188,39590,7,10,10,9,7,10,5,5,14,6,5,7,10,7,5,9,6,9,10,8,5,5,9,7,5
338,Fabrika 339,7,14.590,8,4747,5538,6,15,10,14910,5391,9,7390,106779,10,30,4677,3,6840,7,10,18588,5962,10,9200,30,10,48,5,32,8,199077,5,918962,42,76,236,456,2,38453,36028,7,5,8,5,8,7,9,9,18,6,8,8,9,9,7,5,5,8,9,6,10,10,7,7,6
339,Fabrika 340,9,14.510,10,6429,4822,6,11,7,13758,4627,8,6513,439782,18,38,6938,3,5730,9,10,17297,4844,10,10963,55,5,39,10,34,6,485893,3,929177,78,97,217,891,3,36980,35340,10,9,6,10,5,7,6,8,18,6,10,6,6,6,8,6,5,10,7,8,9,8,6,5,8
340,Fabrika 341,7,13.021,9,6121,5119,6,10,8,11381,6836,10,6324,236272,17,39,5470,2,5448,6,10,19893,5574,10,10110,40,9,37,5,41,9,298601,4,870641,32,78,230,527,2,36681,39002,5,9,5,5,5,5,8,5,17,6,7,8,7,8,10,10,6,7,9,10,9,10,6,5,6
341,Fabrika 342,15,11.161,8,6199,7269,6,12,5,10876,7280,7,6827,207160,11,47,6120,2,4671,5,10,17414,5981,10,8879,25,9,31,7,41,10,193900,5,732882,40,99,237,589,3,37702,36055,5,7,9,5,9,8,9,7,16,6,8,6,8,10,10,10,10,10,7,6,5,5,7,10,10
342,Fabrika 343,10,11.306,5,4848,6997,8,12,8,8072,5568,10,6944,472751,3,38,6220,3,4839,10,10,15426,6865,10,14209,20,9,38,10,44,9,223421,4,793578,21,62,235,664,3,37548,37789,10,10,10,9,10,10,5,7,12,6,10,6,6,5,8,9,9,10,6,6,5,9,8,6,8
343,Fabrika 344,15,13.715,9,6531,5830,7,11,8,8005,5541,10,7299,257310,4,35,6078,3,5248,7,10,17017,6826,10,12360,36,9,29,5,40,8,252341,1,864803,28,73,209,571,1,37842,41454,8,9,8,8,5,10,5,9,13,6,9,8,8,9,7,9,9,7,5,5,5,8,7,10,9
344,Fabrika 345,12,8.501,6,5556,5717,10,7,6,9860,5071,5,4989,406524,4,35,6818,3,4503,8,10,15724,6656,10,12676,46,10,41,10,33,7,190595,2,700432,33,92,213,755,3,36817,41091,5,7,10,9,9,5,5,5,20,6,7,6,9,6,5,7,10,7,8,10,5,7,7,8,7
345,Fabrika 346,15,10.873,8,5760,6027,8,11,8,14254,4833,10,5345,474279,11,30,4678,3,4552,8,10,18617,6394,10,8987,60,7,47,5,25,9,344788,1,913612,57,71,202,790,3,36954,42052,9,6,5,6,9,7,6,6,19,6,6,10,9,5,8,7,5,9,5,9,8,9,7,7,8
346,Fabrika 347,14,7.981,10,6590,6560,7,14,9,8010,4964,10,7138,211831,20,36,6177,2,6554,6,10,19885,5666,10,7556,50,7,31,10,44,6,142438,3,512099,63,86,231,661,3,43832,42606,6,5,9,9,10,6,8,8,16,6,6,7,8,8,6,9,7,5,8,6,9,10,6,9,10
347,Fabrika 348,12,12.832,8,6963,6829,7,14,8,13714,5381,9,5209,481160,14,45,4760,3,6451,7,10,17070,6962,10,12053,51,8,32,6,26,8,126670,3,940321,78,112,238,849,3,36866,36339,9,9,5,8,5,8,5,5,19,6,5,9,10,9,8,9,8,9,8,8,6,5,5,6,5
348,Fabrika 349,7,10.378,5,7272,5233,6,8,10,7788,7331,9,5299,181887,17,36,4935,3,5023,5,10,18162,6873,10,13670,27,6,34,7,33,6,254204,1,515631,74,72,220,835,2,44342,36091,6,5,9,10,7,5,6,10,18,6,10,8,10,8,7,5,9,8,6,10,9,8,10,7,7
349,Fabrika 350,8,10.812,6,6081,6378,10,15,5,12083,4689,5,7261,458478,7,36,5265,3,5083,6,10,18140,5319,10,12008,54,7,49,9,32,5,475201,1,960123,46,120,205,674,1,39596,35732,6,8,7,7,7,7,6,10,19,6,7,7,9,8,10,6,9,10,5,10,6,10,7,8,5
350,Fabrika 351,15,14.135,5,4994,6345,8,9,9,14149,6146,9,6542,435047,20,26,6726,2,7233,9,10,15533,6852,10,14160,21,7,41,9,36,5,470605,5,637060,51,102,234,470,2,37995,39077,5,5,9,5,10,10,10,9,20,6,10,10,9,8,7,5,9,10,7,6,9,5,7,8,9
351,Fabrika 352,12,13.512,6,5914,7280,7,11,10,12726,6834,10,5731,292735,14,44,4667,2,6584,6,10,16262,5551,10,10972,44,8,41,10,32,7,488347,2,858218,33,102,238,843,1,42031,44071,6,8,10,10,6,9,9,6,12,6,7,5,7,9,10,6,5,10,9,9,9,10,5,6,5
352,Fabrika 353,11,14.404,9,6266,6325,10,9,6,8488,4865,8,6414,478175,7,42,5685,3,7000,5,10,18583,6809,10,10642,54,9,26,6,35,10,449400,4,989376,40,76,228,848,3,37058,42639,9,10,5,10,10,9,5,8,12,6,9,8,9,6,6,6,9,6,7,5,10,8,5,8,7
353,Fabrika 354,10,10.523,7,5618,6384,8,12,5,14292,5100,5,6435,164953,19,30,5022,3,4594,10,10,18140,5067,10,11173,45,5,29,6,48,10,305339,1,813134,69,116,206,727,1,38105,38074,9,10,6,8,9,8,9,6,13,6,7,8,7,6,9,6,7,6,8,10,9,9,8,5,7
354,Fabrika 355,7,12.491,10,4739,7266,7,9,8,13639,5628,6,6015,351490,4,25,7361,3,6283,9,10,16322,6596,10,9552,49,9,30,6,33,10,106530,2,655390,48,88,220,555,1,38545,36737,6,9,6,9,10,6,6,10,17,6,7,9,8,10,10,8,6,9,8,7,10,8,8,10,6
355,Fabrika 356,8,9.095,9,5236,5199,6,7,8,9911,5214,9,6505,454103,13,48,6343,2,6822,8,10,19118,5849,10,11731,28,6,34,5,36,8,240691,3,958873,30,77,235,628,2,44009,41347,6,6,5,9,10,6,8,5,19,6,7,10,10,6,6,5,8,9,7,8,9,5,7,8,9
356,Fabrika 357,7,8.396,5,4564,6447,8,13,8,8019,4806,9,5256,373982,20,31,6615,2,5851,8,10,17426,7412,10,10868,54,8,35,5,29,5,380178,2,926980,73,78,213,777,1,38787,39974,6,5,10,6,10,5,8,10,15,6,7,7,9,7,5,7,7,5,10,10,5,5,5,9,7
357,Fabrika 358,8,14.536,5,6984,6067,10,9,6,9226,4854,7,7000,196548,10,39,4503,2,5814,6,10,17108,6956,10,12495,45,10,46,6,46,6,307582,1,952411,54,95,204,747,1,40876,38570,8,10,10,10,7,8,10,6,15,6,7,7,8,7,10,6,9,6,9,7,10,9,8,9,8
358,Fabrika 359,11,13.890,6,6712,7268,10,7,5,8422,5736,10,5171,177297,18,50,7144,2,7225,10,10,19548,6355,10,10608,35,6,50,7,31,9,476689,4,685848,36,91,221,483,1,37096,39306,8,8,6,5,5,9,5,10,17,6,9,8,9,6,7,6,6,10,10,10,7,8,8,7,10
359,Fabrika 360,9,8.388,7,7364,4565,9,9,10,9773,4699,10,6011,478148,3,50,4521,3,5589,10,10,18702,5305,10,8395,38,10,31,6,47,5,431104,4,824034,56,113,235,638,2,38258,44262,9,7,6,7,9,7,6,5,12,6,8,8,5,6,6,10,6,7,5,6,8,9,9,6,6
360,Fabrika 361,11,10.814,10,7071,4947,5,9,6,10151,5865,10,6288,364703,7,46,5218,3,5723,10,10,16592,7476,10,9568,35,8,46,8,39,9,110697,1,527796,64,107,204,825,2,38381,44350,6,5,9,9,7,10,6,6,16,6,5,6,6,5,6,8,5,5,9,6,9,10,9,6,6
361,Fabrika 362,8,8.110,10,6525,4878,10,10,5,8436,5993,8,7233,378137,17,50,6633,2,5152,5,10,19023,7161,10,11598,41,8,40,7,47,6,301179,4,590324,43,83,213,933,1,39475,36208,6,10,9,6,10,5,5,10,15,6,6,9,7,6,9,5,6,8,9,5,9,10,7,8,10
362,Fabrika 363,14,8.227,7,5858,4612,6,15,8,9091,6064,8,6767,418949,3,25,7356,3,5762,5,10,17355,6547,10,12481,32,10,42,5,38,6,168133,4,842271,63,109,209,707,3,44881,38027,7,6,5,9,10,8,10,5,18,6,9,8,5,8,9,8,10,10,10,6,9,9,8,6,8
363,Fabrika 364,10,12.772,8,5222,5078,8,7,9,14319,6491,8,4542,221073,9,25,5667,2,4954,10,10,15507,4717,10,12753,38,9,32,9,31,9,406099,4,767184,52,79,210,716,3,42139,41340,8,9,6,10,10,9,7,6,13,6,10,9,8,8,6,5,6,6,5,7,10,8,10,10,9
364,Fabrika 365,14,14.064,7,4982,5353,7,12,8,11387,5490,9,4925,396915,16,36,6192,2,7002,9,10,17112,5579,10,12817,51,6,35,6,29,7,378442,1,965574,35,120,205,807,2,42934,39820,7,8,10,8,7,10,5,6,16,6,8,9,10,5,9,6,10,5,6,8,7,9,7,5,8
365,Fabrika 366,15,11.578,9,5325,7431,6,14,9,11072,7161,8,5407,182973,18,48,4668,3,5426,10,10,19061,4534,10,13717,43,6,31,9,37,10,239571,3,794967,73,64,213,610,2,43610,35198,7,10,6,6,9,10,9,10,14,6,9,8,8,8,9,5,7,5,6,8,7,10,10,7,5
366,Fabrika 367,14,14.104,7,7436,7086,9,8,8,9455,4803,6,6806,197646,21,29,5421,2,5026,10,10,18057,5517,10,11878,50,8,47,10,33,8,154286,1,533770,47,112,237,650,3,43722,43014,5,5,5,7,6,9,9,8,17,6,10,8,8,5,8,10,6,8,9,7,8,10,8,7,5
367,Fabrika 368,8,8.465,10,7194,5156,10,10,7,8759,6838,5,5319,402966,6,26,5249,2,6865,5,10,15797,5329,10,12689,42,10,42,5,27,7,427615,1,596177,71,87,232,521,1,40107,36806,9,5,6,5,5,9,5,9,12,6,6,8,7,9,8,5,6,5,6,10,8,8,6,8,6
368,Fabrika 369,9,11.401,5,6784,5957,7,14,8,10623,5778,5,4995,173030,21,42,7255,2,6806,9,10,19434,5765,10,14452,56,7,28,7,42,8,122514,4,553973,32,80,217,816,3,39811,38128,8,9,6,7,8,8,5,8,14,6,7,5,10,9,10,5,8,9,6,5,9,7,6,10,5
369,Fabrika 370,15,8.265,8,5178,4729,7,13,10,14376,6952,8,5055,464419,10,34,4590,3,6911,8,10,16231,6724,10,12881,27,8,25,8,41,6,248247,1,842139,47,93,226,757,3,40862,35120,7,8,9,7,7,5,9,7,15,6,10,7,7,10,7,9,5,5,5,6,6,6,5,9,5
370,Fabrika 371,12,9.503,10,7497,4750,8,10,8,14211,5924,6,7283,207876,13,25,7411,2,4835,5,10,18760,5357,10,14179,53,7,43,5,46,9,159633,2,794298,56,99,233,498,1,43236,37151,7,7,6,5,5,10,8,8,12,6,8,6,8,5,9,5,7,5,8,6,6,6,7,8,7
371,Fabrika 372,7,10.943,10,5508,5606,10,12,5,9392,5945,10,6057,142719,22,37,5795,2,6578,9,10,15833,4946,10,13211,52,8,36,8,29,9,309492,4,623884,66,115,235,870,2,38096,39319,5,8,7,7,5,5,5,7,19,6,7,5,6,8,9,8,9,8,9,5,6,7,6,10,9
372,Fabrika 373,14,13.433,7,5328,6197,9,15,7,10151,5556,6,5823,333245,19,43,7402,2,4831,7,10,19474,5092,10,9806,44,8,49,6,27,8,265292,2,938247,71,63,233,800,1,35758,37464,7,10,10,8,8,8,5,6,14,6,9,7,6,9,8,6,7,7,8,8,6,8,10,5,5
373,Fabrika 374,8,11.423,5,6466,6311,8,8,10,9064,7340,5,7262,214971,4,36,6122,3,6850,8,10,19008,4981,10,7670,54,8,38,10,34,6,287098,3,955815,74,91,226,906,2,35848,37690,5,6,7,8,6,8,7,8,12,6,5,5,8,10,9,10,5,10,7,6,7,6,9,7,10
374,Fabrika 375,12,14.143,9,5318,5034,7,10,8,9938,6376,8,5556,141346,14,32,5274,2,6180,8,10,19733,6357,10,12094,45,6,39,7,33,6,230314,2,799304,30,82,204,557,3,44973,43062,8,10,8,6,9,8,10,7,13,6,6,8,8,9,7,5,6,9,6,9,10,8,7,7,9
375,Fabrika 376,14,9.249,6,4588,6715,10,11,8,14015,5881,9,4714,164614,8,27,6720,3,6721,5,10,18168,6747,10,8126,51,8,29,5,48,5,306212,1,956014,49,68,235,813,3,35942,38995,7,7,10,5,8,5,6,7,12,6,6,6,5,8,5,8,6,5,8,6,6,6,9,8,6
376,Fabrika 377,7,12.129,8,5244,5624,9,13,5,8504,6595,10,4712,267052,10,41,6183,2,5690,5,10,19827,4636,10,8240,41,8,31,6,41,7,145092,4,795973,47,62,203,718,2,36428,35236,9,6,10,6,10,7,6,7,20,6,6,6,9,8,6,9,10,8,6,10,8,6,6,8,9
377,Fabrika 378,8,10.168,10,6364,5522,6,11,10,9545,4826,7,6420,133574,21,38,7144,2,6376,6,10,15709,5618,10,10383,36,7,31,5,34,10,315068,5,785425,61,73,220,705,2,36325,37161,9,10,9,7,6,6,9,10,12,6,6,9,8,7,8,6,7,6,9,6,6,9,5,5,5
378,Fabrika 379,9,13.843,5,5854,4820,6,7,5,13203,6070,6,6947,316228,6,43,5513,2,5216,8,10,18142,5898,10,8253,26,9,43,10,38,6,103133,2,871438,22,73,210,595,2,35371,42916,7,9,10,5,10,6,8,5,19,6,5,6,5,6,5,9,5,7,5,10,7,9,8,10,6
379,Fabrika 380,14,10.701,7,5365,5486,10,9,8,14960,6924,8,5596,441403,5,40,4868,3,7161,7,10,18751,5320,10,8539,44,5,33,10,36,10,200757,4,619259,64,113,205,473,2,36453,40385,9,7,7,6,5,7,9,9,17,6,5,9,7,8,8,6,8,9,10,6,10,6,7,10,10
380,Fabrika 381,8,12.493,7,7291,5267,9,7,8,9140,5088,7,5141,356021,12,30,5158,2,5092,6,10,17502,7408,10,11112,49,5,42,10,40,5,467212,5,765571,68,82,232,905,1,40055,35413,8,5,7,7,8,6,9,10,15,6,6,10,7,7,9,6,9,7,7,5,8,6,7,9,9
381,Fabrika 382,9,10.054,8,5488,6425,6,8,9,13426,4958,5,5294,402610,22,45,6685,2,5009,6,10,19154,6952,10,11540,43,8,31,6,46,10,464181,1,890016,54,104,230,682,3,43780,42368,9,6,5,6,8,8,9,5,12,6,10,5,5,8,10,8,6,9,9,7,10,6,10,8,5
382,Fabrika 383,13,10.655,7,4910,5478,7,9,9,8927,4506,7,6735,392222,8,34,7246,3,5024,5,10,18759,4962,10,9763,41,8,44,8,50,5,318011,4,615876,71,89,219,896,2,35717,37201,7,5,5,7,9,8,7,8,13,6,5,5,7,9,9,9,10,6,7,7,10,9,9,9,8
383,Fabrika 384,15,12.406,8,6119,6379,8,15,7,13706,6926,8,4927,115552,6,38,5042,2,6491,9,10,17960,4994,10,14333,33,8,26,8,47,10,357268,5,905993,46,99,216,920,2,43335,39314,5,6,10,5,9,6,7,5,16,6,8,10,10,7,6,7,7,6,6,9,7,6,10,9,9
384,Fabrika 385,11,9.876,5,7458,6625,5,11,6,13704,7304,8,4585,162344,21,45,6894,3,5592,9,10,18505,5194,10,9938,38,7,27,10,44,8,497707,5,662596,52,95,222,683,2,42781,38307,8,7,10,6,7,7,6,8,19,6,7,8,7,10,9,8,6,6,9,10,6,7,10,9,6
385,Fabrika 386,8,14.998,5,5852,5282,8,11,5,14157,6127,5,7340,466799,12,39,6391,3,6480,5,10,16580,6154,10,7997,38,9,36,10,35,10,369554,5,504027,64,109,213,481,1,43679,38776,5,6,9,6,10,9,7,10,16,6,10,7,5,7,9,8,7,6,9,9,5,7,8,10,7
386,Fabrika 387,10,8.525,7,7100,5799,7,12,9,14215,6006,9,7020,192075,12,44,5194,3,5145,6,10,15919,6233,10,8658,39,5,29,5,39,5,492453,1,885020,80,93,239,491,1,39362,44094,9,8,10,8,5,6,10,7,16,6,9,6,9,9,9,8,5,10,10,9,8,9,5,6,6
387,Fabrika 388,12,9.916,5,6791,6023,8,9,8,10350,6356,10,4844,400927,17,41,7404,3,6364,8,10,16172,4936,10,13799,21,6,50,5,34,9,196485,5,754928,62,79,224,713,2,36975,42591,9,6,10,9,10,7,5,5,17,6,6,7,7,8,10,10,8,8,10,8,10,10,5,6,7
388,Fabrika 389,7,12.931,5,7049,5957,7,12,8,12207,4971,6,6907,373950,17,50,4667,3,6120,7,10,17026,7219,10,13260,20,7,32,8,36,6,374267,5,638681,22,61,201,620,2,37219,36265,9,7,5,9,8,7,6,5,19,6,5,7,10,6,10,8,6,7,7,7,5,8,10,8,5
389,Fabrika 390,14,11.135,9,6144,4887,5,10,5,13130,7410,7,5176,120351,13,47,4745,2,5645,6,10,19340,4616,10,14049,20,9,40,9,29,6,396909,5,969138,57,111,215,719,1,35793,36967,5,8,9,10,10,6,9,5,18,6,6,8,7,10,7,7,8,5,9,10,6,5,9,5,6
390,Fabrika 391,8,13.292,6,7214,6596,9,8,6,11169,6224,6,4551,156266,8,45,6990,2,6954,8,10,18515,4723,10,10132,51,7,42,9,50,9,483903,3,610525,77,110,233,834,1,44645,37008,9,6,6,10,8,6,8,5,16,6,9,8,5,10,6,10,10,8,6,8,7,7,9,10,8
391,Fabrika 392,14,13.556,9,6383,6264,7,7,8,12474,4614,10,7037,155118,17,25,6217,3,6982,6,10,17755,5664,10,12768,44,9,33,8,36,10,129807,5,627639,57,98,207,520,1,42871,39406,8,5,10,7,6,8,8,8,13,6,7,5,8,10,7,5,8,10,9,8,9,10,5,9,5
392,Fabrika 393,7,14.324,6,4760,6553,7,15,10,12613,7262,7,7482,350060,17,40,5658,2,5296,7,10,19892,6588,10,8069,35,5,29,8,49,8,149292,5,856937,47,88,223,528,1,37835,44800,9,9,7,7,5,9,8,8,18,6,10,7,6,5,5,7,10,7,7,10,10,8,8,5,8
393,Fabrika 394,15,13.824,8,7453,4718,9,12,9,10330,5015,9,4839,332744,21,42,6861,3,6733,6,10,18536,5527,10,8933,28,5,48,5,50,8,392540,5,594565,22,95,203,859,2,44003,44803,10,9,9,6,5,8,8,5,12,6,10,6,5,5,10,7,6,6,6,6,9,8,9,6,9
394,Fabrika 395,8,14.295,9,5873,6720,8,13,5,14824,5115,10,4919,473574,18,27,6166,3,5109,10,10,17272,6706,10,10235,38,6,43,9,44,8,456310,1,509050,47,118,215,667,2,43028,44506,6,9,5,5,7,6,10,9,17,6,5,10,7,7,8,10,10,5,8,10,9,6,10,10,8
395,Fabrika 396,11,9.726,7,7331,4778,9,10,8,12271,6525,8,5396,387491,16,27,6833,2,4877,5,10,19548,5665,10,10323,47,7,29,8,48,6,449459,3,832921,46,72,238,918,2,42131,38244,9,6,9,10,6,5,10,6,19,6,6,6,7,8,9,8,5,8,6,9,7,7,9,10,6
396,Fabrika 397,11,9.420,6,5525,4950,7,11,8,10086,7037,9,5255,344871,22,44,6343,3,5736,10,10,18519,7071,10,9650,32,5,49,9,34,7,203512,1,688335,54,83,223,713,3,36698,38087,9,9,10,9,5,5,7,5,20,6,6,10,8,5,6,10,10,9,9,7,9,9,7,8,7
397,Fabrika 398,7,7.628,8,5708,6270,5,7,6,10024,7382,9,6443,175698,15,43,6902,3,6458,7,10,17780,6264,10,11713,37,8,31,9,45,9,496112,4,631244,28,67,233,707,2,42282,35192,9,5,6,7,7,8,10,10,15,6,7,9,10,8,10,8,6,9,9,10,6,6,6,5,9
398,Fabrika 399,8,11.096,8,5081,6244,8,13,6,7778,6595,5,6075,497731,19,30,7179,3,4625,5,10,17387,7334,10,12293,60,6,48,10,44,9,147497,2,555940,35,88,219,748,1,42203,41384,6,5,7,9,9,10,7,10,12,6,9,10,8,5,8,10,5,6,6,7,5,7,6,9,9
399,Fabrika 400,7,13.855,5,6877,5718,7,15,6,11803,6971,10,7128,229161,15,44,5229,3,5211,5,10,16524,5006,10,11630,46,6,33,6,38,5,135922,2,721551,30,61,213,637,3,44208,39665,8,7,5,5,10,5,7,9,19,6,8,8,10,6,10,8,5,10,9,6,8,7,9,6,9
400,Fabrika 401,15,12.133,6,6955,5723,7,11,6,14923,4594,5,4774,462381,10,36,7024,3,7485,10,10,15649,6843,10,8661,42,8,27,8,32,9,159424,5,896220,36,86,240,674,2,35281,37081,8,7,9,10,10,6,7,7,15,6,6,9,10,6,6,8,7,7,9,6,8,7,8,9,5
401,Fabrika 402,9,12.756,5,5216,5191,6,14,8,9584,6307,8,4501,409938,22,36,6762,2,7383,10,10,15023,5432,10,13390,27,8,50,8,26,9,150846,5,971826,22,88,217,807,1,35676,36048,6,7,5,5,9,6,8,9,20,6,5,6,5,6,10,9,7,5,9,9,5,7,10,5,6
402,Fabrika 403,9,13.237,10,6249,5981,8,14,7,10726,6778,5,5289,112491,17,38,4903,3,7135,5,10,15859,6941,10,10149,32,5,33,5,34,9,262916,2,641013,21,62,214,579,3,38932,36388,5,9,6,5,10,5,10,10,15,6,6,9,9,10,8,7,8,10,10,6,8,8,6,6,7
403,Fabrika 404,9,13.379,8,6822,5875,7,7,6,8032,6171,5,5164,486296,20,43,6413,2,6514,7,10,15098,5845,10,13478,58,7,49,10,30,6,173650,4,987156,68,102,232,550,1,43253,40313,5,8,6,5,5,5,6,5,13,6,6,8,8,7,8,5,5,7,10,7,9,10,7,10,5
404,Fabrika 405,11,8.490,8,4509,6385,10,10,5,9936,5950,7,6507,275711,14,44,5862,3,5915,9,10,19357,6940,10,14682,31,10,44,8,33,10,124421,3,509101,53,120,233,578,2,43217,44643,9,6,6,9,10,10,10,9,18,6,10,9,5,10,7,7,6,6,6,6,10,5,10,10,9
405,Fabrika 406,8,9.772,10,5660,5918,7,15,8,9015,7461,7,5025,287602,16,29,5893,3,5234,5,10,19634,4514,10,12667,26,9,43,9,49,7,255922,4,702305,43,71,237,639,3,43714,36026,6,8,10,6,7,8,9,9,17,6,7,7,8,8,9,10,7,9,8,9,5,8,7,5,9
406,Fabrika 407,12,11.778,8,6185,6292,10,7,8,9116,4776,9,4869,286754,11,46,6997,2,5480,10,10,18431,7258,10,13033,32,10,40,5,31,8,418714,2,602478,75,120,227,839,2,37279,43196,5,7,8,10,10,5,6,9,14,6,5,7,8,5,7,9,7,9,7,7,9,5,5,7,9
407,Fabrika 408,14,11.491,5,5624,4649,7,14,7,11148,5478,10,6584,352419,13,28,5566,3,4573,9,10,18249,6916,10,8323,47,8,45,5,29,10,109916,2,865548,80,95,234,651,3,41691,35857,8,10,8,6,6,5,6,10,15,6,5,5,6,7,5,6,6,6,7,5,6,5,10,9,5
408,Fabrika 409,7,10.795,5,6340,4551,7,14,8,10016,6158,8,4584,279103,3,35,4676,2,4581,10,10,16030,5376,10,10017,50,8,34,10,49,7,282965,5,625067,50,103,205,689,2,44430,39817,5,9,7,6,10,6,8,8,15,6,10,10,5,5,6,6,9,8,6,7,5,10,9,10,5
409,Fabrika 410,8,8.669,5,5178,6714,8,9,5,9191,6489,8,5623,482800,14,27,6766,2,4859,8,10,16205,6054,10,12553,47,6,31,8,41,9,409733,5,983379,56,101,231,603,2,36518,41076,7,5,10,6,9,9,7,8,13,6,5,10,9,8,8,7,6,10,10,7,5,7,5,10,10
410,Fabrika 411,11,8.250,7,6695,5616,5,11,5,7770,7431,8,4870,284981,20,25,4967,3,7324,8,10,17742,5859,10,7862,34,9,27,5,50,7,204543,3,553312,22,67,217,921,1,44484,39055,6,5,10,6,5,10,5,7,19,6,10,9,8,6,9,8,10,8,9,10,9,7,10,6,6
